,amt_name,description_x,location,address,description_y,title,link,main_video,display_flag
2125,24 Hrs Security Personal,Security Guards,"Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India","Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India",International School,OASIS GREEN APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/5A-um6LudAo,Yes,s
2147,24 Hrs Security Personal,Security Guards,"Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India","Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India",Super Market,OASIS GREEN APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/5A-um6LudAo,Yes,s
2169,24 Hrs Security Personal,Security Guards,"Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India","Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India",High Way,OASIS GREEN APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/5A-um6LudAo,Yes,s
2191,24 Hrs Security Personal,Security Guards,"Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India","Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India",Metro Train,OASIS GREEN APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/5A-um6LudAo,Yes,s
2213,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Silver oaks school,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
2300,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Ratnadeep Super Market,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
2387,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Relief Hospital,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
2474,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",NH - 9 ,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
2561,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Miyapur Metro station,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
2648,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",ICICI,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
2735,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Bachupally X road,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
2822,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",HITEC City,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
2909,24 Hrs Security Personal,Security Guards,"Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India","Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India",The Global Edge School,VERTEX PANACHE APARTMENTS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/lm-PIMPnb9o,Yes,s
3007,24 Hrs Security Personal,Security Guards,"Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India","Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India",Heritage Super Market,VERTEX PANACHE APARTMENTS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/lm-PIMPnb9o,Yes,s
3105,24 Hrs Security Personal,Security Guards,"Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India","Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India",Continental Hospital,VERTEX PANACHE APARTMENTS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/lm-PIMPnb9o,Yes,s
3203,24 Hrs Security Personal,Security Guards,"Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India","Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India",Gachibowli Central Shopping Mall,VERTEX PANACHE APARTMENTS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/lm-PIMPnb9o,Yes,s
3301,24 Hrs Security Personal,Security Guards,"Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India","Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India",RGIA,VERTEX PANACHE APARTMENTS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/lm-PIMPnb9o,Yes,s
3399,24 Hrs Security Personal,Security Guards,"Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India","Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India",Outer Ring Road,VERTEX PANACHE APARTMENTS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/lm-PIMPnb9o,Yes,s
3497,24 Hrs Security Personal,Security Guards,"Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India","Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India",Cyber Towers,VERTEX PANACHE APARTMENTS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/lm-PIMPnb9o,Yes,s
3595,24 Hrs Security Personal,Security Guards,"Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India","Survey 180-183, 184 (part), Near Akshya Patra, Kokapet R. R. District Narsingi Post & Village, Rajendra Nagar Manda, Hyderabad, Telangana 500075, India",DLF Building,VERTEX PANACHE APARTMENTS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/lm-PIMPnb9o,Yes,s
3693,24 Hrs Security Personal,Security Guards,"Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India","Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India",Rockwell International School,Green Blossoms Apartments in Kokapet Hyderabad,https://www.youtube.com/embed/Umlt2aALab4,Yes,s
3811,24 Hrs Security Personal,Security Guards,"Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India","Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India",Fresh Super Market,Green Blossoms Apartments in Kokapet Hyderabad,https://www.youtube.com/embed/Umlt2aALab4,Yes,s
3929,24 Hrs Security Personal,Security Guards,"Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India","Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India",Continental Hospital,Green Blossoms Apartments in Kokapet Hyderabad,https://www.youtube.com/embed/Umlt2aALab4,Yes,s
4047,24 Hrs Security Personal,Security Guards,"Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India","Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India",Sandwich Food Court,Green Blossoms Apartments in Kokapet Hyderabad,https://www.youtube.com/embed/Umlt2aALab4,Yes,s
4165,24 Hrs Security Personal,Security Guards,"Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India","Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India",Central University,Green Blossoms Apartments in Kokapet Hyderabad,https://www.youtube.com/embed/Umlt2aALab4,Yes,s
4283,24 Hrs Security Personal,Security Guards,"Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India","Gandipet Main Rd, Manchirevula, Hyderabad, Telangana 500075, India",Hyatt 5 Star Hotel,Green Blossoms Apartments in Kokapet Hyderabad,https://www.youtube.com/embed/Umlt2aALab4,Yes,s
4401,24 Hrs Security Personal,Security Guards,"Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",Global Edge Schol,EDEN GARDEN VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/Q-mHjPpAUjo,Yes,s
4403,24 Hrs Security Personal,Security Guards,"Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",Fresh Super Market,EDEN GARDEN VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/Q-mHjPpAUjo,Yes,s
4405,24 Hrs Security Personal,Security Guards,"Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",Continental Hospital,EDEN GARDEN VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/Q-mHjPpAUjo,Yes,s
4407,24 Hrs Security Personal,Security Guards,"Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",Lingampally MMTS,EDEN GARDEN VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/Q-mHjPpAUjo,Yes,s
4409,24 Hrs Security Personal,Security Guards,"Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",Central University,EDEN GARDEN VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/Q-mHjPpAUjo,Yes,s
4411,24 Hrs Security Personal,Security Guards,"Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",JNTU Hyderabad,EDEN GARDEN VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/Q-mHjPpAUjo,Yes,s
4413,24 Hrs Security Personal,Security Guards,"Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Golden Mile Rd, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",Hyatt Star Hotel,EDEN GARDEN VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/Q-mHjPpAUjo,Yes,s
4415,24 Hrs Security Personal,Security,"Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India","Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India",The Global Edge School,PAVANI BOULEVARD VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/DCtHu5siUzU,Yes,s
4449,24 Hrs Security Personal,Security,"Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India","Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India",Continental Hospital,PAVANI BOULEVARD VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/DCtHu5siUzU,Yes,s
4483,24 Hrs Security Personal,Security,"Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India","Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India",Outer Ring Road,PAVANI BOULEVARD VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/DCtHu5siUzU,Yes,s
4517,24 Hrs Security Personal,Security,"Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India","Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India",CBIT College,PAVANI BOULEVARD VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/DCtHu5siUzU,Yes,s
4551,24 Hrs Security Personal,Security,"Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India","Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India",Gachibowli Wipro Junction,PAVANI BOULEVARD VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/DCtHu5siUzU,Yes,s
4585,24 Hrs Security Personal,Security,"Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India","Pavani Boulevard, Kokapet, Hyderabad, Telangana 500075, India",Hitech City Cyber Towers,PAVANI BOULEVARD VILLAS IN KOKAPET HYDERABAD,https://www.youtube.com/embed/DCtHu5siUzU,Yes,s
4619,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",D.P.S School,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4637,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",D.P.S School,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4655,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Oakridge International School,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4673,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Oakridge International School,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4691,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Rockwell International School,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4709,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Rockwell International School,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4727,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Srinidhi International School,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4745,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Srinidhi International School,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4763,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Continental Hospital,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4781,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Continental Hospital,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4799,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Inorbit Mall,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4817,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Inorbit Mall,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4835,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Rajiv Gandhi International Airport,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4853,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Rajiv Gandhi International Airport,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4871,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Narsingi  ORR Junction,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4889,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Narsingi  ORR Junction,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4907,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Gachibowli Junction,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4925,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Gachibowli Junction,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4943,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Gachibowli Wipro Circle,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4961,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Gachibowli Wipro Circle,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
4979,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Mrigavani National Park,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
4997,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Mrigavani National Park,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
5079,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Rock well International School,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
5095,24 Hrs Security Personal,Security Guards,"Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India","Shankarpalli - Hyderabad Road, Gandipet, Hyderabad, Telangana 500075, India",Rock well International School,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
5367,24 Hrs Security Personal,Security Guards,"Nehru Outer Ring Road, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Nehru Outer Ring Road, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",D.P.S School,"Apila Gated Community Apartments By EIPL Group | Spectacular, Stylish And Spacious",https://www.youtube.com/embed/2kgy4trKb0U,Yes,s
5374,24 Hrs Security Personal,Security Guards,"Nehru Outer Ring Road, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India","Nehru Outer Ring Road, Power Welfare Society, Kokapet, Hyderabad, Telangana 500075, India",D.P.S School,Important Factors that Influence Home Buying Decisions,https://www.youtube.com/embed/19KrTxxQS4Y,No,s
